edad;ingresos;vivienda;tiempo trabajado;motivo;scoring;cantidad;tipo de interes;solvencia;ratio endeudamiento;impagos;historial crediticio
33;106000;hipoteca;2;estudios;A;6000;8.49;0;0.06;no;8
34;106000;hipoteca;6;reforma;A;7200;7.29;0;0.07;no;8
32;106000;hipoteca;12;reforma;A;12000;5.79;0;0.11;no;8
31;106000;hipoteca;15;reforma;B;2400;9.63;0;0.02;no;6
27;106000;hipoteca;5;reforma;C;24000;13.8;0;0.23;no;10
30;106000;hipoteca;11;viaje;D;10000;;0;0.09;no;9
28;28896;alquiler;6;personal;C;15000;13.48;1;0.52;si;8
31;106000;hipoteca;5;deuda;A;15000;7.88;0;0.14;no;7
31;30000;alquiler;1;reforma;B;15000;10;1;0.5;no;6
32;106000;hipoteca;3;medico;A;10000;;0;0.09;no;7
34;106000;hipoteca;3;medico;A;9000;7.88;0;0.08;no;6
31;106000;hipoteca;3;medico;B;6000;10.99;0;0.06;no;7
27;106000;pagada;3;personal;D;16000;14.96;0;0.15;si;9
28;31200;alquiler;5;medico;B;15000;11.83;1;0.48;no;9
32;106300;hipoteca;13;personal;A;20000;;0;0.19;no;5
29;106300;hipoteca;9;personal;A;6000;;0;0.06;no;7
28;106358;hipoteca;5;estudios;A;13125;7.66;0;0.12;no;7
31;30000;pagada;0;reforma;C;5000;12.53;0;0.17;si;6
35;106369;hipoteca;2;medico;A;8325;6.99;0;0.08;no;10
29;106369;hipoteca;14;deuda;A;18000;6.17;0;0.17;no;9
35;106500;hipoteca;4;personal;A;14550;;0;0.14;no;10
35;106800;hipoteca;;deuda;A;8000;6.92;0;0.07;no;9
27;32000;alquiler;0;deuda;B;15000;;1;0.47;no;7
30;32000;alquiler;1;deuda;B;15000;12.42;1;0.47;no;5
27;107000;hipoteca;11;viaje;B;35000;9.63;0;0.33;no;7
29;107000;hipoteca;3;personal;B;25000;10.99;0;0.23;no;5
28;32568;alquiler;3;estudios;D;15000;;1;0.46;no;9
30;107000;hipoteca;2;personal;A;5000;;0;0.05;no;7
27;32960;alquiler;3;personal;A;15000;6.91;1;0.46;no;5
27;107000;hipoteca;2;estudios;A;10800;9.63;0;0.1;no;5
30;107000;hipoteca;0;deuda;C;2500;10.78;0;0.02;si;6
27;107000;hipoteca;4;estudios;A;11500;8.38;0;0.11;no;10
32;107004;hipoteca;6;viaje;B;4200;11.71;0;0.04;no;8
30;107004;hipoteca;3;viaje;C;12000;13.79;0;0.11;si;10
29;33600;alquiler;7;viaje;B;2000;11.71;0;0.06;no;9
29;107220;hipoteca;9;reforma;B;10000;;0;0.09;no;10
28;107364;hipoteca;12;reforma;A;8000;6.76;0;0.07;no;9
32;107400;pagada;2;medico;D;25000;15.21;0;0.23;no;10
32;107800;pagada;3;estudios;C;5200;14.65;0;0.05;si;8
29;34000;alquiler;13;medico;C;2000;14.72;0;0.06;si;7
31;96000;hipoteca;7;viaje;C;25000;;1;0.26;no;5
32;108000;hipoteca;5;viaje;B;12000;11.49;0;0.11;no;10
27;108000;hipoteca;11;estudios;B;21600;;0;0.2;no;10
28;108000;hipoteca;6;estudios;B;27400;10.99;0;0.25;no;7
29;35000;alquiler;2;deuda;B;2000;9.63;0;0.06;no;8
30;108000;hipoteca;14;reforma;B;5000;10.99;0;0.05;no;5
33;108000;hipoteca;17;reforma;B;11500;9.99;0;0.11;no;7
27;96000;hipoteca;3;viaje;C;3000;14.17;1;0.03;si;9
27;35040;alquiler;11;medico;B;2000;10.99;0;0.06;no;10
28;108000;hipoteca;4;deuda;B;10000;10.74;0;0.09;no;6
27;108000;hipoteca;3;reforma;A;13750;5.79;0;0.13;no;5
34;108000;hipoteca;;personal;A;10000;6.91;0;0.09;no;6
27;108000;hipoteca;6;medico;A;10000;6.54;0;0.09;no;8
33;108000;hipoteca;17;personal;C;7200;14.35;0;0.07;si;6
29;108000;hipoteca;13;deuda;A;3500;6.76;0;0.03;no;5
27;36000;alquiler;2;medico;B;2000;11.99;0;0.06;no;8
28;108000;hipoteca;4;reforma;C;5000;12.87;0;0.05;si;9
35;37000;alquiler;2;deuda;B;2000;11.26;0;0.05;no;10
32;108000;hipoteca;11;viaje;C;20000;12.53;0;0.19;si;10
29;108000;hipoteca;9;reforma;A;11400;9.32;0;0.11;no;5
29;38000;alquiler;3;medico;C;2000;12.87;0;0.05;si;9
33;96000;hipoteca;11;deuda;D;15000;14.62;1;0.16;si;10
29;108000;hipoteca;0;reforma;C;20000;10.59;0;0.19;si;7
28;108041;hipoteca;6;estudios;C;5600;13.98;0;0.05;si;7
32;108202;hipoteca;6;medico;C;9600;13.79;0;0.09;si;6
35;108717;hipoteca;9;deuda;A;16000;6.99;0;0.15;no;5
27;108928;hipoteca;9;estudios;A;17600;7.88;0;0.16;no;8
29;108996;hipoteca;12;viaje;D;22000;;0;0.2;si;5
27;39000;alquiler;4;estudios;D;2000;16.07;0;0.05;no;7
27;109000;hipoteca;7;estudios;A;3950;6.03;0;0.04;no;7
33;109000;hipoteca;;medico;B;15000;11.49;0;0.14;no;5
34;109000;pagada;14;reforma;C;15000;13.61;0;0.14;si;7
33;109000;hipoteca;4;personal;C;18400;12.41;0;0.17;si;8
29;82450;hipoteca;11;medico;D;7500;14.5;1;0.08;no;9
27;97000;hipoteca;4;personal;C;8275;10.59;1;0.09;si;5
34;109200;hipoteca;18;viaje;C;6000;12.23;0;0.05;si;9
28;109200;hipoteca;12;personal;B;8000;11.12;0;0.07;no;6
32;109488;hipoteca;16;reforma;C;12000;12.09;0;0.11;no;8
32;29000;pagada;0;personal;A;2000;8.49;0;0.07;no;8
34;109800;hipoteca;12;deuda;B;10000;10.99;0;0.09;no;8
27;39600;alquiler;4;deuda;A;2000;7.9;0;0.05;no;6
27;110000;hipoteca;11;reforma;A;3600;6.03;0;0.03;no;5
28;33000;alquiler;10;personal;A;15000;;1;0.45;no;6
29;110000;hipoteca;6;medico;B;5000;9.91;0;0.05;no;9
35;110000;hipoteca;7;deuda;B;9000;11.71;0;0.08;no;9
27;110000;hipoteca;0;estudios;A;16000;7.9;0;0.15;no;7
27;33600;alquiler;11;deuda;A;15000;5.79;1;0.45;no;8
28;110000;hipoteca;12;medico;A;6000;6.03;0;0.05;no;5
28;110000;hipoteca;0;reforma;B;6000;10.65;0;0.05;no;8
34;110000;pagada;9;reforma;B;20000;;0;0.18;no;9
27;40800;alquiler;3;viaje;A;2000;7.49;0;0.05;no;9
27;41000;alquiler;2;deuda;C;2000;15.27;0;0.05;si;7
33;42000;alquiler;0;deuda;C;2000;14.65;0;0.05;no;10
28;110000;hipoteca;12;viaje;A;17000;6.03;0;0.15;no;7
30;110000;hipoteca;14;viaje;B;10000;10.65;0;0.09;no;8
28;110000;hipoteca;12;personal;B;22400;;0;0.2;no;6
30;110000;hipoteca;12;medico;B;5000;;0;0.05;no;10
35;110000;hipoteca;7;estudios;A;10200;5.42;0;0.09;no;6
28;42000;alquiler;3;deuda;B;2000;11.49;0;0.05;no;5
32;110000;hipoteca;5;estudios;B;10000;10.99;0;0.09;no;9
33;42000;alquiler;8;medico;D;2000;;0;0.05;si;9
30;98000;hipoteca;14;estudios;B;9000;11.49;1;0.09;no;5
30;98000;hipoteca;6;reforma;B;35000;10.59;1;0.36;no;8
30;110000;hipoteca;8;medico;A;4800;5.99;0;0.04;no;5
30;98000;hipoteca;3;deuda;D;5200;16.49;1;0.05;no;6
31;110000;hipoteca;4;deuda;B;6000;11.99;0;0.05;no;7
29;98000;hipoteca;2;reforma;B;7925;10.59;1;0.08;no;9
27;110000;hipoteca;5;deuda;A;15000;;0;0.14;no;10
33;110000;hipoteca;10;medico;A;18000;6.99;0;0.16;no;9
30;44000;alquiler;0;medico;A;2000;7.29;0;0.05;no;8
31;83300;hipoteca;9;medico;D;10000;;1;0.1;si;5
30;110000;hipoteca;0;personal;B;12000;10.74;0;0.11;no;8
34;110000;hipoteca;2;medico;A;10000;7.29;0;0.09;no;10
27;110000;hipoteca;8;viaje;B;30000;11.11;0;0.27;no;6
32;110000;hipoteca;2;viaje;B;5600;10.74;0;0.05;no;7
27;28800;pagada;0;reforma;A;13000;6.92;0;0.45;no;10
32;110000;hipoteca;16;reforma;A;6700;6.92;0;0.06;no;7
30;110000;hipoteca;0;medico;A;6000;6.92;0;0.05;no;8
28;110000;pagada;1;reforma;D;5000;17.51;0;0.05;no;10
27;110000;hipoteca;0;medico;B;10000;10.37;0;0.09;no;9
28;110000;hipoteca;3;viaje;A;11000;5.79;0;0.1;no;7
28;110000;hipoteca;12;viaje;B;15000;10;0;0.14;no;10
29;110000;hipoteca;11;viaje;B;12000;10.37;0;0.11;no;10
30;110000;hipoteca;4;medico;B;12000;10.74;0;0.11;no;8
30;110000;hipoteca;14;deuda;B;25000;10.36;0;0.23;no;8
30;46080;alquiler;0;personal;A;2000;6.99;0;0.04;no;8
28;110000;hipoteca;8;reforma;A;15000;6.54;0;0.14;no;6
33;46800;alquiler;9;medico;C;2000;14.65;0;0.04;no;6
32;110000;hipoteca;3;medico;A;9200;5.79;0;0.08;no;10
27;110000;hipoteca;3;deuda;B;25000;;0;0.23;no;6
29;47340;alquiler;5;deuda;B;2000;9.99;0;0.04;no;6
33;110000;hipoteca;2;medico;A;5000;7.51;0;0.05;no;7
27;110000;pagada;0;viaje;D;25000;16.32;0;0.23;si;7
30;110000;hipoteca;5;viaje;B;25000;11.12;0;0.23;no;9
28;110000;hipoteca;12;reforma;B;3500;11.49;0;0.03;no;10
31;48000;alquiler;11;medico;B;2000;10.65;0;0.04;no;6
32;42000;alquiler;0;estudios;D;2000;15.62;1;0.05;no;6
29;110000;hipoteca;1;estudios;D;12800;16.82;0;0.12;no;6
28;110000;hipoteca;7;reforma;B;10750;11.86;0;0.1;no;9
30;110000;hipoteca;15;personal;C;12000;13.61;0;0.11;no;10
28;110000;hipoteca;12;deuda;A;4800;7.51;0;0.04;no;9
28;42000;alquiler;4;deuda;D;2000;14.96;1;0.05;si;6
28;48000;alquiler;9;estudios;A;2000;7.68;0;0.04;no;7
29;110000;hipoteca;0;estudios;A;8500;7.51;0;0.08;no;10
35;110000;hipoteca;7;viaje;B;6000;;0;0.05;no;6
27;83300;hipoteca;3;medico;D;12000;15.21;1;0.12;no;6
27;48192;alquiler;12;deuda;A;2000;7.66;0;0.04;no;9
27;50000;alquiler;0;viaje;B;2000;10.99;0;0.04;no;5
30;50000;alquiler;2;viaje;C;2000;14.79;0;0.04;no;10
27;44000;alquiler;2;medico;B;2000;11.49;1;0.05;no;10
33;110000;hipoteca;7;medico;B;23800;10.25;0;0.22;no;5
34;50000;alquiler;5;reforma;B;2000;11.48;0;0.04;no;5
32;110000;hipoteca;0;viaje;B;23000;11.48;0;0.21;no;9
35;110000;hipoteca;3;reforma;A;10000;8.59;0;0.09;no;6
31;110000;hipoteca;0;reforma;C;5000;14.26;0;0.05;no;10
30;110000;pagada;14;viaje;C;12000;13.57;0;0.11;si;7
32;110000;pagada;16;estudios;B;9000;11.48;0;0.08;no;10
31;34000;alquiler;9;viaje;B;15000;9.88;1;0.44;no;6
27;110000;hipoteca;3;medico;A;4800;7.74;0;0.04;no;7
28;110000;hipoteca;1;estudios;A;12000;8.94;0;0.11;no;10
29;35000;alquiler;1;viaje;A;15000;7.9;1;0.43;no;10
31;110000;hipoteca;5;viaje;D;5000;14.96;0;0.05;si;9
34;35000;alquiler;2;personal;B;15000;10.99;1;0.43;no;10
29;110000;hipoteca;0;viaje;A;15000;8.94;0;0.14;no;7
31;35000;alquiler;4;medico;C;15000;13.11;1;0.43;no;9
31;110000;hipoteca;2;medico;A;6000;7.4;0;0.05;no;6
29;35000;alquiler;4;deuda;C;15000;13.22;1;0.43;no;5
28;110000;hipoteca;0;viaje;D;15000;16.32;0;0.14;si;5
28;110000;hipoteca;12;personal;A;5000;9.63;0;0.05;no;9
29;83300;hipoteca;5;medico;D;5000;16.95;1;0.05;si;6
32;98000;hipoteca;16;deuda;B;15000;10.95;1;0.15;no;5
35;110000;hipoteca;4;medico;C;4000;13.79;0;0.04;no;6
29;30000;alquiler;1;deuda;D;15000;16.4;1;0.5;no;10
34;110000;hipoteca;15;estudios;B;6000;9.45;0;0.05;no;6
31;110000;hipoteca;2;deuda;B;6000;9.51;0;0.05;no;9
27;110000;hipoteca;4;personal;A;2500;8.07;0;0.02;no;6
28;110004;hipoteca;2;reforma;B;15000;;0;0.14;no;6
29;110004;hipoteca;13;medico;B;12000;10.36;0;0.11;no;6
27;110004;hipoteca;5;personal;C;25000;12.73;0;0.23;si;6
33;110004;hipoteca;15;medico;B;12000;;0;0.11;no;7
28;110244;hipoteca;3;reforma;D;18000;12.17;0;0.16;no;10
28;30144;alquiler;;estudios;D;15000;15.95;1;0.5;si;7
33;36700;alquiler;7;personal;B;15000;11.14;1;0.41;no;10
32;37000;alquiler;1;medico;B;15000;9.62;1;0.41;no;10
32;110888;hipoteca;0;medico;B;10400;9.91;0;0.09;no;6
32;37000;alquiler;0;viaje;B;15000;10.62;1;0.41;no;8
31;111000;hipoteca;3;reforma;A;5150;6.62;0;0.05;no;6
29;37200;alquiler;1;medico;A;15000;6.03;1;0.4;no;10
27;37440;alquiler;5;personal;A;15000;7.9;1;0.4;no;8
30;37600;alquiler;2;medico;C;15000;13.06;1;0.4;si;7
30;28000;pagada;14;medico;B;14400;12.18;0;0.51;no;5
29;111740;hipoteca;4;personal;C;5000;14.27;0;0.04;si;6
29;38000;alquiler;13;deuda;A;15000;6.91;1;0.39;no;8
34;111996;hipoteca;11;deuda;A;3000;7.74;0;0.03;no;10
27;38004;alquiler;5;estudios;C;15000;12.73;1;0.39;no;10
33;38016;alquiler;10;estudios;A;15000;6.17;1;0.39;no;9
27;112000;hipoteca;12;estudios;C;15000;13.49;0;0.13;no;8
30;112000;pagada;6;viaje;A;12000;;0;0.11;no;10
30;112000;hipoteca;4;personal;D;8000;16.02;0;0.07;si;10
32;112000;hipoteca;4;estudios;B;14000;9.63;0;0.13;no;9
28;100000;hipoteca;4;viaje;D;25000;;1;0.25;no;6
27;112000;hipoteca;5;personal;A;8000;6.17;0;0.07;no;8
28;112000;hipoteca;9;reforma;B;15000;11.12;0;0.13;no;7
29;112000;hipoteca;3;personal;D;25000;14.61;0;0.22;no;5
27;112000;hipoteca;9;estudios;C;13000;13.57;0;0.12;no;10
34;112123;hipoteca;2;estudios;A;12800;8.94;0;0.11;no;6
27;40000;alquiler;0;medico;A;15000;6.91;1;0.38;no;10
28;112200;hipoteca;10;viaje;A;6800;5.79;0;0.06;no;5
34;40000;alquiler;2;personal;A;15000;;1;0.38;no;6
32;112445;hipoteca;4;deuda;A;6000;5.42;0;0.05;no;10
33;40000;alquiler;15;personal;B;15000;9.88;1;0.38;no;5
27;112500;hipoteca;4;reforma;D;10400;15.62;0;0.09;si;6
29;112500;hipoteca;11;estudios;C;3000;13.35;0;0.03;no;10
27;34000;alquiler;0;estudios;D;15000;16.35;1;0.44;si;10
27;112548;hipoteca;11;deuda;A;24000;;0;0.21;no;7
33;112732;pagada;5;personal;B;5000;12.69;0;0.04;no;5
27;112921;hipoteca;11;reforma;D;19000;16.35;0;0.17;no;10
29;112992;hipoteca;13;deuda;A;8000;7.49;0;0.07;no;8
32;40277;alquiler;5;medico;B;15000;11.71;1;0.37;no;8
28;40500;alquiler;9;deuda;A;15000;7.88;1;0.37;no;5
27;113000;hipoteca;5;deuda;A;6425;6.03;0;0.06;no;7
33;113000;hipoteca;15;medico;C;5000;13.49;0;0.04;si;9
28;27600;pagada;2;reforma;A;6000;8.9;0;0.22;no;8
27;41000;alquiler;6;estudios;A;15000;8.49;1;0.37;no;8
27;41000;alquiler;0;medico;B;15000;11.48;1;0.37;no;8
27;36000;alquiler;11;reforma;D;15000;16.77;1;0.42;no;9
32;113000;hipoteca;0;reforma;D;15000;15.68;0;0.13;si;5
32;113000;hipoteca;1;estudios;A;5000;;0;0.04;no;6
27;113004;hipoteca;11;viaje;A;15000;8.94;0;0.13;no;8
28;113300;hipoteca;12;viaje;C;18000;12.99;0;0.16;no;6
29;42000;alquiler;5;personal;B;15000;10.99;1;0.36;no;9
27;113400;pagada;6;viaje;B;2100;11.99;0;0.02;no;7
34;113500;pagada;4;reforma;A;3000;6.39;0;0.03;no;8
27;113800;hipoteca;3;medico;A;7500;8.63;0;0.07;no;10
33;114000;hipoteca;0;estudios;D;16000;16.77;0;0.14;no;5
34;102000;hipoteca;0;reforma;C;7200;13.49;1;0.07;no;5
28;114000;hipoteca;12;viaje;D;8000;18.64;0;0.07;no;10
30;114000;hipoteca;14;medico;A;7200;6.03;0;0.06;no;8
28;114000;hipoteca;4;deuda;A;12000;;0;0.11;no;5
28;114000;hipoteca;13;reforma;A;26000;8.49;0;0.23;no;5
30;114000;hipoteca;13;deuda;A;9975;5.42;0;0.09;no;10
28;27504;pagada;4;personal;B;2000;11.12;0;0.07;no;8
35;114000;hipoteca;11;estudios;B;7000;11.49;0;0.06;no;10
27;114000;hipoteca;7;estudios;C;20000;13.06;0;0.18;si;8
32;27500;pagada;1;viaje;D;5000;14.59;0;0.18;si;10
29;114000;hipoteca;11;medico;A;14000;;0;0.12;no;6
32;86700;hipoteca;16;medico;D;20000;14.74;1;0.2;no;9
33;114000;hipoteca;2;deuda;C;21000;13.16;0;0.18;no;9
28;114400;hipoteca;0;personal;A;12000;7.29;0;0.1;no;6
33;114400;hipoteca;3;personal;C;20000;13.48;0;0.17;no;5
30;114400;hipoteca;14;viaje;A;8000;8.94;0;0.07;no;7
29;42500;alquiler;9;viaje;A;15000;7.88;1;0.35;no;7
33;114996;hipoteca;0;personal;B;7450;11.71;0;0.06;no;5
31;114996;hipoteca;8;deuda;A;15000;6.92;0;0.13;no;8
32;103000;hipoteca;0;personal;D;33000;18.64;1;0.32;no;6
30;43000;alquiler;3;viaje;A;15000;;1;0.35;no;8
33;115000;hipoteca;3;personal;A;14000;6.03;0;0.12;no;8
28;115000;hipoteca;12;estudios;A;22000;7.51;0;0.19;no;7
27;115000;hipoteca;11;personal;B;14400;12.69;0;0.13;no;6
29;115000;hipoteca;4;viaje;B;22000;12.69;0;0.19;no;10
27;44000;alquiler;2;medico;B;15000;;1;0.34;no;6
29;44000;alquiler;0;personal;B;15000;11.86;1;0.34;no;9
31;115000;hipoteca;15;medico;B;10000;12.42;0;0.09;no;6
27;44000;alquiler;2;medico;B;15000;11.48;1;0.34;no;5
28;44104;alquiler;4;viaje;B;15000;;1;0.34;no;10
32;44400;alquiler;5;viaje;D;15000;16.49;1;0.34;si;5
28;115000;hipoteca;11;reforma;A;5000;7.51;0;0.04;no;8
32;44400;alquiler;13;medico;A;15000;7.88;1;0.34;no;9
29;115000;hipoteca;13;deuda;A;5000;6.03;0;0.04;no;9
32;115000;hipoteca;0;reforma;A;7200;7.9;0;0.06;no;10
28;115000;hipoteca;3;medico;A;18500;;0;0.16;no;7
27;115000;hipoteca;2;medico;A;1000;5.99;0;0.01;no;8
33;115000;hipoteca;1;deuda;A;16800;5.42;0;0.15;no;6
28;115000;hipoteca;8;medico;A;28000;;0;0.24;no;5
28;115000;hipoteca;2;personal;B;18000;10.59;0;0.16;no;10
33;115000;hipoteca;6;medico;C;10500;13.49;0;0.09;no;9
27;115000;hipoteca;1;deuda;A;5000;8.49;0;0.04;no;6
28;115000;hipoteca;3;reforma;A;25000;7.49;0;0.22;no;6
29;115000;hipoteca;3;medico;C;22000;15.23;0;0.19;si;7
29;115000;hipoteca;7;estudios;D;8100;16.49;0;0.07;si;10
27;115000;hipoteca;11;viaje;B;5000;;0;0.04;no;5
29;115000;pagada;12;estudios;D;35000;15.28;0;0.3;si;5
29;115000;hipoteca;10;viaje;C;5600;13.43;0;0.05;si;8
28;115000;hipoteca;3;personal;C;4500;12.68;0;0.04;no;7
27;115000;hipoteca;0;estudios;A;12000;7.29;0;0.1;no;6
28;103000;hipoteca;12;reforma;C;20000;14.17;1;0.19;si;9
28;115000;hipoteca;12;deuda;B;18000;10.37;0;0.16;no;7
27;115000;hipoteca;3;reforma;A;24000;;0;0.21;no;7
35;45000;alquiler;3;deuda;C;15000;;1;0.33;no;8
33;39000;alquiler;4;deuda;D;15000;17.56;1;0.38;si;5
34;115000;hipoteca;11;medico;A;6000;5.79;0;0.05;no;9
31;115000;hipoteca;4;viaje;C;6500;13.98;0;0.06;no;9
27;115000;hipoteca;11;medico;A;8000;7.51;0;0.07;no;7
33;115000;hipoteca;10;medico;B;25000;11.86;0;0.22;no;8
35;115000;hipoteca;4;reforma;C;7200;13.85;0;0.06;si;10
29;115000;hipoteca;3;deuda;C;4000;13.48;0;0.03;no;10
28;115000;hipoteca;12;viaje;C;16000;13.85;0;0.14;si;8
27;115000;hipoteca;3;estudios;A;6300;6.76;0;0.05;no;10
27;27000;pagada;1;viaje;A;6000;8;0;0.22;no;6
33;115000;pagada;2;viaje;B;14400;11.14;0;0.13;no;5
27;115000;hipoteca;4;medico;C;9600;12.87;0;0.08;no;9
29;115000;hipoteca;11;estudios;C;20000;13.79;0;0.17;si;6
32;115000;hipoteca;3;estudios;D;20000;16.95;0;0.17;si;7
28;115000;hipoteca;6;reforma;A;10000;8;0;0.09;no;8
32;45400;alquiler;4;personal;B;15000;12.18;1;0.33;no;6
32;115200;hipoteca;3;medico;A;10200;;0;0.09;no;9
34;45600;alquiler;6;deuda;B;15000;11.48;1;0.33;no;9
29;115742;hipoteca;13;personal;A;7000;6.62;0;0.06;no;8
27;115752;hipoteca;6;deuda;B;10000;11.36;0;0.09;no;7
27;116000;hipoteca;11;deuda;A;18000;7.49;0;0.16;no;10
28;116000;pagada;7;viaje;C;12000;13.49;0;0.1;si;6
27;116000;pagada;3;medico;A;6000;7.29;0;0.05;no;7
28;116000;hipoteca;12;viaje;A;14000;7.51;0;0.12;no;6
27;47000;alquiler;;deuda;A;15000;8.49;1;0.32;no;10
32;116000;hipoteca;15;estudios;B;21600;10.62;0;0.19;no;9
28;116000;hipoteca;10;medico;B;25000;12.18;0;0.22;no;10
27;29040;alquiler;11;deuda;C;1800;13.23;1;0.06;si;5
33;116000;hipoteca;5;estudios;C;15000;12.84;0;0.13;no;7
33;116004;hipoteca;12;medico;C;8200;13.85;0;0.07;no;9
31;116004;hipoteca;13;medico;A;6775;8.59;0;0.06;no;10
29;33048;alquiler;2;medico;C;1800;12.53;0;0.05;no;8
32;104400;hipoteca;17;deuda;A;24000;8.9;1;0.23;no;5
35;26400;pagada;19;viaje;A;6600;5.99;0;0.25;no;8
30;116500;hipoteca;9;deuda;C;15000;14.79;0;0.13;si;7
29;35000;alquiler;12;deuda;A;1800;5.42;0;0.05;no;7
29;117000;hipoteca;14;viaje;A;7800;8.9;0;0.07;no;8
33;117000;hipoteca;17;reforma;A;20000;6.17;0;0.17;no;6
31;117000;hipoteca;5;reforma;A;3600;6.91;0;0.03;no;5
33;117000;hipoteca;2;reforma;A;18000;;0;0.15;no;8
34;36129;alquiler;3;deuda;C;1800;14.22;0;0.05;si;9
30;117500;hipoteca;0;estudios;A;13500;8.49;0;0.11;no;7
29;117500;pagada;1;viaje;A;20000;6.17;0;0.17;no;9
30;117500;hipoteca;3;personal;A;17500;7.37;0;0.15;no;6
31;117516;hipoteca;3;medico;C;21000;13.49;0;0.18;no;5
29;117600;hipoteca;13;deuda;C;14400;12.99;0;0.12;si;6
33;26400;pagada;13;viaje;B;7000;11.36;0;0.27;no;9
27;117832;hipoteca;4;reforma;A;12500;6.17;0;0.11;no;7
27;117996;hipoteca;4;deuda;A;16000;7.9;0;0.14;no;10
31;118000;hipoteca;8;medico;B;6000;12.69;0;0.05;no;9
27;118000;hipoteca;3;personal;A;10000;6.17;0;0.08;no;6
30;118000;hipoteca;0;personal;C;5000;13.92;0;0.04;si;9
28;47881;alquiler;12;deuda;B;15000;;1;0.31;no;7
29;118374;hipoteca;13;viaje;C;3500;13.49;0;0.03;si;6
29;118400;hipoteca;11;estudios;A;35000;7.9;0;0.3;no;8
27;118500;hipoteca;4;deuda;A;15000;6.91;0;0.13;no;9
28;48000;alquiler;5;personal;B;15000;11.99;1;0.31;no;7
27;119000;hipoteca;0;medico;B;8800;;0;0.07;no;7
34;26000;pagada;7;reforma;B;6000;12.42;0;0.23;no;8
28;119000;hipoteca;2;medico;B;5325;10.38;0;0.04;no;7
30;119000;hipoteca;14;personal;C;25000;12.73;0;0.21;si;8
29;26000;pagada;5;viaje;B;4500;11.71;0;0.17;no;5
32;119000;hipoteca;12;personal;B;18000;10.99;0;0.15;no;7
27;119000;pagada;5;estudios;A;5000;7.51;0;0.04;no;5
34;119000;hipoteca;10;reforma;A;6000;;0;0.05;no;10
32;119000;hipoteca;10;medico;C;9000;13.47;0;0.08;no;7
27;107450;hipoteca;11;personal;D;24000;20.86;1;0.22;si;10
29;119500;hipoteca;6;reforma;C;6800;13.16;0;0.06;si;10
29;119604;hipoteca;0;deuda;A;5000;9.32;0;0.04;no;5
30;119700;hipoteca;2;reforma;A;9500;8.94;0;0.08;no;10
33;120000;hipoteca;3;estudios;A;14050;8.9;0;0.12;no;7
32;120000;hipoteca;3;deuda;A;8000;8.9;0;0.07;no;6
27;120000;hipoteca;2;estudios;A;17000;6.03;0;0.14;no;5
34;26000;pagada;0;medico;A;3000;8.49;0;0.12;no;9
28;26000;pagada;3;reforma;A;2500;7.49;0;0.1;no;8
29;48000;alquiler;2;personal;B;15000;11.36;1;0.31;no;8
29;120000;hipoteca;11;viaje;B;16000;12.42;0;0.13;no;9
29;120000;hipoteca;2;estudios;A;35000;8.9;0;0.29;no;7
29;120000;hipoteca;8;medico;A;28000;7.9;0;0.23;no;8
29;120000;hipoteca;3;estudios;B;20000;11.71;0;0.17;no;5
29;42000;alquiler;0;personal;D;15000;14.25;1;0.36;no;9
28;48500;alquiler;0;medico;C;15000;12.99;1;0.31;si;7
28;48500;alquiler;4;personal;C;15000;12.87;1;0.31;si;8
27;120000;hipoteca;11;estudios;B;20000;10.65;0;0.17;no;8
29;120000;hipoteca;12;viaje;B;12000;10.65;0;0.1;no;9
30;48564;alquiler;3;viaje;B;15000;10.75;1;0.31;no;9
29;120000;hipoteca;2;personal;D;7000;;0;0.06;no;8
27;120000;hipoteca;4;deuda;C;15000;13.49;0;0.13;si;6
30;43992;alquiler;2;personal;D;15000;13.24;1;0.34;no;7
33;120000;hipoteca;14;viaje;B;2000;12.69;0;0.02;no;9
27;50000;alquiler;3;viaje;D;15000;16.77;0;0.3;no;5
29;120000;hipoteca;1;viaje;B;5000;9.91;0;0.04;no;7
29;120000;hipoteca;2;reforma;B;6900;10.65;0;0.06;no;6
27;120000;hipoteca;0;reforma;A;10000;6.62;0;0.08;no;10
31;120000;hipoteca;0;viaje;A;12000;6.03;0;0.1;no;6
30;120000;hipoteca;15;estudios;A;11000;6.03;0;0.09;no;5
34;120000;hipoteca;0;medico;A;7100;8.9;0;0.06;no;8
31;120000;hipoteca;6;medico;A;28000;8.9;0;0.23;no;9
27;120000;hipoteca;0;personal;A;7000;7.49;0;0.06;no;9
35;120000;hipoteca;2;personal;A;8000;;0;0.07;no;10
28;120000;pagada;7;viaje;B;5000;10.65;0;0.04;no;6
32;120000;hipoteca;7;personal;D;28250;16.77;0;0.24;si;9
34;120000;hipoteca;2;estudios;B;4200;12.69;0;0.04;no;6
27;120000;hipoteca;;deuda;A;20000;7.51;0;0.17;no;6
29;120000;hipoteca;7;deuda;B;20000;12.42;0;0.17;no;6
34;25800;pagada;18;estudios;A;10000;8.94;0;0.39;no;9
28;50000;alquiler;4;personal;A;15000;7.49;0;0.3;no;6
27;120000;pagada;11;medico;B;4800;10.99;0;0.04;no;10
34;120000;pagada;4;viaje;B;7800;10.99;0;0.07;no;9
30;120000;hipoteca;3;personal;B;6000;10.99;0;0.05;no;7
